StoreID,Product ID,Quantity 
LABKY,00000339,1
LABKY,00000374,1
LABKY,00000345,1
LABKY,00000341,1
LABKY,00000155,1
LABKY,00000042,1
LABKY,00000158,1
LABKY,00000156,1
LABKY,00000097,1
LABKY,00000112,1
LABKY,00000161,1
LABKY,00000162,1
LABKY,00000021,1
LABKY,00000008,1

