Thing Type Code,Thing Serial,Thing Name,Owner Group,Alias Config,Retail_ClassCode,Retail_ClassName,Retail_Color,Retail_DepartmentName,Retail_DepartmentCode,Retail_Dimension,Retail_ExternalSKU,Retail_ImageURL,Retail_IsRFID,Retail_Manufacturer,Retail_SKU,Retail_SKUOriginal,Retail_UOM,Retail_SKUDescription,Retail_Style,Retail_SubClassCode,Retail_SubClassName,Retail_GTIN,Retail_CompanyPrefix,Retail_Size,Retail_Brand,Retail_BusinessGroupName,Retail_BusinessGroupCode,Retail_SalesFloorTargetQty,Retail_FloorPadDesc,Retail_FloorPadID,Retail_GTINPosition_3_7,Retail_RangeActiveInd,Retail_RangeEnd,Retail_RangeStart,Retail_Active,Retail_PutAwayCode,Retail_BoxID,Retail_WideorRegularInd,tsMongoIn,source,tsCoreIn,tsEdgeIn,ViZix_Unused,Retail_MajorClassId,Retail_CustomerStyleId,Retail_MajorClassCode,Retail_MajorClassName,Retail_GTINPosition_2_8,Retail_GTINPosition_9_13,Retail_UPCNumber,Retail_FileName,Retail_Brand_Code,Retail_Style_Code,Retail_Weight_Gross_Unit,Retail_Weight_Gross_Value,Retail_Weight_Net_Unit,Retail_Weight_Net_Value,Retail_Update_Time,Retail_Option_Code,Retail_Option_Label,Retail_Season_Code,Retail_Season_Label,Retail_Season_Madein_Code,Retail_Season_Madein_Label,Retail_Mate_Bundle,Retail_Extension,Retail_Price,Retail_VPN,Retail_Product_Code,Retail_Recommendations,Retail_Color_Code,Retail_Size_Code,Retail_ImageURLDesktop,Retail_ImageURLMobile,minLifespanFromArrival,minLifespanFromProduction,minLifespanFromTimeOfPacking,expiringDaysBeforeExpiration,Retail_PriceOriginal,Retail_GTINOriginal,Retail_SKUDescriptionFull
PRODUCT,00399820317338,00399820317338,>QAIKEA2,,,Supplies,GREEN,,,,,,false,,00399820317338,00399820317338,,7338,17632TR Rectangle clear container,7338,Supplies7338,00399820317338,,Case,,Store,,,,,,,,,,,,,2021-05-05T15:23:33.796-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:33.579-0400,2021-04-16T11:41:00.158-0400,,,,,,,,00399820317338,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,GREEN,Case,,,,,,,1,00399820317338,Supplies7338
PRODUCT,00761010105337,00761010105337,>QAIKEA2,,,Fruits/Vegetables,GREEN,,,,,,false,,00761010105337,00761010105337,,5337,Lug Avo Hass 60,5337,Fruits/Vegetables5337,00761010105337,,Case,,Store,,,,,,,,,,,,,2021-05-05T15:23:32.917-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:32.851-0400,2021-04-21T15:19:00.233-0400,,,,,,,,00761010105337,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,GREEN,Case,,,,,,,1,00761010105337,Fruits/Vegetables5337
PRODUCT,00749384980866,00749384980866,>QAIKEA2,,,Supplies,GREEN,,,,,,false,,00749384980866,00749384980866,,0866,2019-00-50CHP,0866,Supplies0866,00749384980866,,Case,,Store,,,,,,,,,,,,,2021-05-05T15:23:33.827-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:33.649-0400,2021-04-21T15:19:00.231-0400,,,,,,,,00749384980866,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,GREEN,Case,,,,,,,1,00749384980866,Supplies0866
PRODUCT,07899786305569,07899786305569,>QAIKEA2,,,BIKE,PRETO,,,,,http://imgcentauro-a.akamaihd.net/900x900/53122302.jpg,false,,531223022031,531223022031,,5569,BASICA C ZIPER,5569,BIKE5569,07899786305569,,M,,VESTUARIO,,,,,,,,,,,,,2021-05-05T15:23:34.758-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:34.689-0400,2021-04-12T09:15:07.792-0400,,,,,,,,7899786305569,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,PRETO,M,,,,,,,1,7899786305569,BIKE5569
PRODUCT,00811033011686,00811033011686,>QAIKEA2,,,Supplies,GREEN,,,,,,false,,00811033011686,00811033011686,,1686,28462A,1686,Supplies1686,00811033011686,,Case,,Store,,,,,,,,,,,,,2021-05-05T15:23:33.033-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:32.926-0400,2021-04-21T15:19:00.316-0400,,,,,,,,00811033011686,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,GREEN,Case,,,,,,,1,00811033011686,Supplies1686
PRODUCT,07898591410789,07898591410789,>QAIKEA2,,,ARTES MARCIAIS,AZUL,,,,,http://imgcentauro-a.akamaihd.net/900x900/51212004.jpg,false,,512120040007,512120040007,,0789,BOCA PROT FIGHT SIMP,0789,ARTES MARCIAIS0789,07898591410789,,0,,ACESSORIOS,,,,,,,,,,,,,2021-05-05T15:23:32.959-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:32.865-0400,2021-04-12T09:15:04.205-0400,,,,,,,,7898591410789,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,AZUL,0,,,,,,,1,7898591410789,ARTES MARCIAIS0789
PRODUCT,00192499287106,00192499287106,>QAIKEA2,,,CASUAL,PRETO/CINZA CLARO,,,,,http://imgcentauro-a.akamaihd.net/900x900/5351430R.jpg,false,,5351430R0382,5351430R0382,,7106,SHOX R4,7106,CASUAL7106,00192499287106,,38,,CALCADOS,,,,,,,,,,,,,2021-05-05T15:23:33.049-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:32.953-0400,2021-04-12T09:15:03.880-0400,,,,,,,,192499287106,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,PRETO/CINZA CLARO,38,,,,,,,1,192499287106,CASUAL7106
PRODUCT,00761010114339,00761010114339,>QAIKEA2,,,Fruits/Vegetables,GREEN,,,,,,false,,00761010114339,00761010114339,,4339,Lug Avo Hass 70,4339,Fruits/Vegetables4339,00761010114339,,Case,,Store,,,,,,,,,,,,,2021-05-05T15:23:32.892-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:32.794-0400,2021-04-21T15:19:00.234-0400,,,,,,,,00761010114339,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,GREEN,Case,,,,,,,1,00761010114339,Fruits/Vegetables4339
PRODUCT,00886736035345,00886736035345,>QAIKEA2,,,FUTEBOL,VERMELHO,,,,,http://imgcentauro-a.akamaihd.net/900x900/51943906.jpg,false,,519439062034,519439062034,,5345,PLA J GUARD SP0040,5345,FUTEBOL5345,00886736035345,,M,,ACESSORIOS,,,,,,,,,,,,,2021-05-05T15:23:32.906-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:32.809-0400,2021-04-12T09:15:07.786-0400,,,,,,,,886736035345,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,VERMELHO,M,,,,,,,1,886736035345,FUTEBOL5345
PRODUCT,00811033011150,00811033011150,>QAIKEA2,,,Supplies,GREEN,,,,,,false,,00811033011150,00811033011150,,1150,Paradigm 899 Series PF Vinyl - Large,1150,Supplies1150,00811033011150,,Case,,Store,,,,,,,,,,,,,2021-05-05T15:23:33.233-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:32.915-0400,2021-04-21T15:19:00.316-0400,,,,,,,,00811033011150,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,GREEN,Case,,,,,,,1,00811033011150,Supplies1150
PRODUCT,00811033011112,00811033011112,>QAIKEA2,,,Supplies,GREEN,,,,,,false,,00811033011112,00811033011112,,1112,Paradigm 899 Series PF Vinyl - Small,1112,Supplies1112,00811033011112,,Case,,Store,,,,,,,,,,,,,2021-05-05T15:23:34.261-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:34.150-0400,2021-04-21T15:19:00.315-0400,,,,,,,,00811033011112,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,GREEN,Case,,,,,,,1,00811033011112,Supplies1112
PRODUCT,07898591410826,07898591410826,>QAIKEA2,,,ARTES MARCIAIS,PRETO,,,,,http://imgcentauro-a.akamaihd.net/900x900/53471202.jpg,false,,534712020006,534712020006,,0826,FIGHT DUPLO,0826,ARTES MARCIAIS0826,07898591410826,,0,,ACESSORIOS,,,,,,,,,,,,,2021-05-05T15:23:33.006-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:32.895-0400,2021-04-12T09:15:10.798-0400,,,,,,,,7898591410826,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,PRETO,0,,,,,,,1,7898591410826,ARTES MARCIAIS0826
PRODUCT,00761010112496,00761010112496,>QAIKEA2,,,Fruits/Vegetables,GREEN,,,,,,false,,00761010112496,00761010112496,,2496,LG AVO Hass 40 ORG,2496,Fruits/Vegetables2496,00761010112496,,Case,,Store,,,,,,,,,,,,,2021-05-05T15:23:33.069-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:32.964-0400,2021-04-21T15:19:00.234-0400,,,,,,,,00761010112496,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,GREEN,Case,,,,,,,1,00761010112496,Fruits/Vegetables2496
PRODUCT,00193145559707,00193145559707,>QAIKEA2,,,CASUAL,PRETO/AMARELO,,,,,http://imgcentauro-a.akamaihd.net/900x900/53514333.jpg,false,,535143330450,535143330450,,9707,SHOX R4,9707,CASUAL9707,00193145559707,,45,,CALCADOS,,,,,,,,,,,,,2021-05-05T15:23:33.017-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:32.899-0400,2021-04-12T09:15:02.907-0400,,,,,,,,193145559707,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,PRETO/AMARELO,45,,,,,,,1,193145559707,CASUAL9707
PRODUCT,07891109703557,07891109703557,>QAIKEA2,,,PERFORMANCE,AZUL ESCURO/PRATA,,,,,http://imgcentauro-a.akamaihd.net/900x900/521258G0.jpg,false,,521258G02037,521258G02037,,3557,POL BASICA,3557,PERFORMANCE3557,07891109703557,,M,,VESTUARIO,,,,,,,,,,,,,2021-05-05T15:23:32.941-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:32.847-0400,2021-04-12T09:15:09.009-0400,,,,,,,,7891109703557,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,AZUL ESCURO/PRATA,M,,,,,,,1,7891109703557,PERFORMANCE3557
PRODUCT,00823233443518,00823233443518,>QAIKEA2,,,CASUAL,PRETO/AZUL,,,,,http://imgcentauro-a.akamaihd.net/900x900/53514329.jpg,false,,535143290396,535143290396,,3518,SHOX R4,3518,CASUAL3518,00823233443518,,39,,CALCADOS,,,,,,,,,,,,,2021-05-05T15:23:34.465-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:34.403-0400,2021-04-12T09:15:01.905-0400,,,,,,,,823233443518,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,PRETO/AZUL,39,,,,,,,1,823233443518,CASUAL3518
PRODUCT,07891266611597,07891266611597,>QAIKEA2,,,AVENTURA,AZUL ESCURO,,,,,http://imgcentauro-a.akamaihd.net/900x900/51312505.jpg,false,,513125050398,513125050398,,1597,COURO GORGE C2,1597,AVENTURA1597,07891266611597,,39,,CALCADOS,,,,,,,,,,,,,2021-05-05T15:23:32.880-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:32.806-0400,2021-04-12T09:15:05.412-0400,,,,,,,,7891266611597,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,AZUL ESCURO,39,,,,,,,1,7891266611597,AVENTURA1597
PRODUCT,00884500957282,00884500957282,>QAIKEA2,,,CASUAL,CINZA/BRANCO,,,,,http://imgcentauro-a.akamaihd.net/900x900/53514374.jpg,false,,535143740402,535143740402,,7282,SHOX R4,7282,CASUAL7282,00884500957282,,40,,CALCADOS,,,,,,,,,,,,,2021-05-05T15:23:33.184-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:33.099-0400,2021-04-12T09:15:04.605-0400,,,,,,,,884500957282,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,CINZA/BRANCO,40,,,,,,,1,884500957282,CASUAL7282
PRODUCT,00193154436242,00193154436242,>QAIKEA2,,,CASUAL,BRANCO/CINZA,,,,,http://imgcentauro-a.akamaihd.net/900x900/53514346.jpg,false,,535143460386,535143460386,,6242,SHOX R4,6242,CASUAL6242,00193154436242,,38,,CALCADOS,,,,,,,,,,,,,2021-05-05T15:23:33.028-0400,FTPBRIDGEPRODUCTS,2021-05-05T15:23:32.906-0400,2021-04-12T09:15:08.513-0400,,,,,,,,193154436242,,,,,,,,,,,,,,,,,"[{""value"":1,""currency"":""USD"",""location"":""usa""}]",,,,BRANCO/CINZA,38,,,,,,,1,193154436242,CASUAL6242
