data;store_id;sku;qty;
15/03/2019;9999999;753046022023;2;
15/03/2019;9999999;753046022030;6;
15/03/2019;9999999;753046022047;1;
15/03/2019;9999999;756332142214;18;
15/03/2019;9999999;7609652X0397;1;
15/03/2019;9999999;7609652X0403;1;
15/03/2019;9999999;7609652X0410;11;
15/03/2019;9999999;7609652X0427;1;
15/03/2019;9999999;7609652X0441;2;
15/03/2019;9999999;760965BL0427;1;
15/03/2019;9999999;760965BL0441;2;
15/03/2019;9999999;760973000000;67;
15/03/2019;9999999;760978000005;47;
15/03/2019;9999999;762749020007;7;
15/03/2019;9999999;763427000007;15;
15/03/2019;9999999;763429000005;6;
15/03/2019;9999999;763430000001;4;
15/03/2019;9999999;763431000000;6;
15/03/2019;9999999;765604022024;2;
15/03/2019;9999999;765604022031;1;
15/03/2019;9999999;765604022048;1;
15/03/2019;9999999;765604022055;2;
15/03/2019;9999999;765616320101;3;
15/03/2019;9999999;765616320125;4;
15/03/2019;9999999;765616320149;2;
15/03/2019;9999999;7656163B0088;1;
15/03/2019;9999999;7656163B0101;2;
15/03/2019;9999999;7656163B0125;4;
15/03/2019;9999999;765632020085;2;
15/03/2019;9999999;765632020108;7;
15/03/2019;9999999;765632020122;8;
15/03/2019;9999999;765632020146;3;
15/03/2019;9999999;765632N30080;1;
15/03/2019;9999999;766592030008;4;
15/03/2019;9999999;766592040007;2;
15/03/2019;9999999;766596060001;5;
15/03/2019;9999999;766597030003;2;
15/03/2019;9999999;7665973W0004;2;
15/03/2019;9999999;768635010008;11;
15/03/2019;9999999;768635020007;17;
15/03/2019;9999999;768635040005;5;
15/03/2019;9999999;768826690408;1;
15/03/2019;9999999;768826690460;1;
15/03/2019;9999999;768898020004;47;
15/03/2019;9999999;768898022039;1;
15/03/2019;9999999;768981030008;11;
15/03/2019;9999999;768981050006;11;
15/03/2019;9999999;768981EZ0002;11;
15/03/2019;9999999;769602002033;44;
15/03/2019;9999999;769602002040;69;
15/03/2019;9999999;769603020005;6;
15/03/2019;9999999;769603040003;9;
15/03/2019;9999999;773896022028;1;
15/03/2019;9999999;773896022059;2;
15/03/2019;9999999;774134010005;1;
15/03/2019;9999999;774134020004;2;
15/03/2019;9999999;774847042041;4;
15/03/2019;9999999;775219020001;11;
15/03/2019;9999999;775220020007;1;
15/03/2019;9999999;775221040000;10;
15/03/2019;9999999;775222020005;11;
15/03/2019;9999999;775223020004;38;
15/03/2019;9999999;775223NM0009;10;
15/03/2019;9999999;775224020003;31;
15/03/2019;9999999;775225020002;1;
15/03/2019;9999999;7752252R0000;1;
15/03/2019;9999999;775228020009;14;
15/03/2019;9999999;775228250000;4;
15/03/2019;9999999;775228EZ0008;7;
15/03/2019;9999999;775229020008;11;
15/03/2019;9999999;775229NM0003;4;
15/03/2019;9999999;775231020003;15;
15/03/2019;9999999;775231040001;9;
15/03/2019;9999999;775231160006;6;
15/03/2019;9999999;775231EZ0002;10;
15/03/2019;9999999;775232010003;24;
15/03/2019;9999999;775233010002;7;
15/03/2019;9999999;775233040009;3;
15/03/2019;9999999;775234010001;18;
15/03/2019;9999999;775234040008;45;
15/03/2019;9999999;7752363J0001;18;
15/03/2019;9999999;775237040005;10;
15/03/2019;9999999;775237EZ0002;7;
15/03/2019;9999999;7759592V0006;18;
15/03/2019;9999999;7759593X0001;4;
15/03/2019;9999999;776080810001;11;
15/03/2019;9999999;7768150J0448;1;
15/03/2019;9999999;776815580401;1;
15/03/2019;9999999;776815580463;1;
15/03/2019;9999999;779539310439;2;
15/03/2019;9999999;779539310453;2;
15/03/2019;9999999;780071000009;10;
15/03/2019;9999999;782507000003;6;
15/03/2019;9999999;782509000001;5;
15/03/2019;9999999;782531000000;2;
15/03/2019;9999999;782533000008;2;
15/03/2019;9999999;782534000007;5;
15/03/2019;9999999;782536000005;3;
15/03/2019;9999999;782574000005;2;
15/03/2019;9999999;782580000006;1;
15/03/2019;9999999;782621000002;1;
15/03/2019;9999999;782622000001;2;
15/03/2019;9999999;782637000003;2;
15/03/2019;9999999;782640000007;2;
15/03/2019;9999999;782692000000;1;
15/03/2019;9999999;782696000006;4;
15/03/2019;9999999;782708000000;6;
15/03/2019;9999999;782713000002;7;
15/03/2019;9999999;782723000009;3;
15/03/2019;9999999;783317000009;1;
15/03/2019;9999999;787244020000;2;
15/03/2019;9999999;787247020007;2;
15/03/2019;9999999;787248020006;2;
15/03/2019;9999999;787250020001;11;
15/03/2019;9999999;787260020008;4;
15/03/2019;9999999;787267020001;8;
15/03/2019;9999999;787267030000;8;
15/03/2019;9999999;787270050002;13;
15/03/2019;9999999;787271020004;10;
15/03/2019;9999999;789623012576;1;
15/03/2019;9999999;790622040008;51;
15/03/2019;9999999;790622080008;74;
15/03/2019;9999999;793917NE9224;2;
15/03/2019;9999999;794386510009;1;
15/03/2019;9999999;795387FP2023;5;
15/03/2019;9999999;795387FP2030;4;
15/03/2019;9999999;795389022032;10;
15/03/2019;9999999;795389022049;2;
15/03/2019;9999999;7953924D2032;7;
15/03/2019;9999999;7953924D2049;6;
15/03/2019;9999999;795393022035;6;
15/03/2019;9999999;795393022042;2;
15/03/2019;9999999;795394HP2027;7;
15/03/2019;9999999;795394HP2034;7;
15/03/2019;9999999;795406022021;1;
15/03/2019;9999999;795406022038;2;
15/03/2019;9999999;795406022045;2;
15/03/2019;9999999;795406052028;5;
15/03/2019;9999999;795406052035;12;
15/03/2019;9999999;795406052042;13;
15/03/2019;9999999;795406052059;4;
15/03/2019;9999999;7954066Q2031;2;
15/03/2019;9999999;795846192032;2;
15/03/2019;9999999;798559190395;2;
15/03/2019;9999999;798559190401;3;
15/03/2019;9999999;798559190425;3;
15/03/2019;9999999;798559190432;2;
15/03/2019;9999999;798559190449;1;
15/03/2019;9999999;798559310427;1;
15/03/2019;9999999;798559310441;1;
15/03/2019;9999999;7985593A0386;2;
15/03/2019;9999999;7985593A0393;2;
15/03/2019;9999999;7985593A0409;3;
15/03/2019;9999999;7985593A0423;3;
15/03/2019;9999999;7985593A0430;2;
15/03/2019;9999999;7985593A0447;2;
15/03/2019;9999999;7985593L0378;1;
15/03/2019;9999999;7985593L0385;1;
15/03/2019;9999999;7985593L0392;3;
15/03/2019;9999999;7985593L0408;2;
15/03/2019;9999999;7985593L0422;1;
15/03/2019;9999999;7985593L0439;1;
15/03/2019;9999999;7985593L0446;1;
15/03/2019;9999999;799233012213;10;
15/03/2019;9999999;800099000000;23;
15/03/2019;9999999;800100000005;14;
15/03/2019;9999999;800105000000;17;
15/03/2019;9999999;800106000009;25;
15/03/2019;9999999;800184022023;20;
15/03/2019;9999999;800184022030;15;
15/03/2019;9999999;800184022047;13;
15/03/2019;9999999;800184022054;3;
15/03/2019;9999999;800185012023;10;
15/03/2019;9999999;800188022029;9;
15/03/2019;9999999;800188022036;13;
15/03/2019;9999999;800188022043;5;
15/03/2019;9999999;800188022050;3;
15/03/2019;9999999;800189032027;7;
15/03/2019;9999999;800189032034;3;
15/03/2019;9999999;800190022024;13;
15/03/2019;9999999;800190022031;21;
15/03/2019;9999999;800190022048;13;
15/03/2019;9999999;800190022055;2;
15/03/2019;9999999;800191032022;5;
15/03/2019;9999999;801499012020;1;
15/03/2019;9999999;801499012044;1;
15/03/2019;9999999;801499022029;9;
15/03/2019;9999999;801499022036;10;
15/03/2019;9999999;801499022043;10;
15/03/2019;9999999;801499022050;4;
15/03/2019;9999999;801499042027;3;
15/03/2019;9999999;801499042034;7;
15/03/2019;9999999;801499042041;9;
15/03/2019;9999999;801499052026;6;
15/03/2019;9999999;801499052033;5;
15/03/2019;9999999;801499052040;7;
15/03/2019;9999999;801499052057;3;
15/03/2019;9999999;801499U72029;2;
15/03/2019;9999999;801499U72036;4;
15/03/2019;9999999;801499U72043;4;
15/03/2019;9999999;801499U72050;1;
15/03/2019;9999999;801823050100;4;
15/03/2019;9999999;801823050124;3;
15/03/2019;9999999;801823050148;2;
15/03/2019;9999999;802777310395;2;
15/03/2019;9999999;802777310401;4;
15/03/2019;9999999;802777310418;9;
15/03/2019;9999999;802777310425;7;
15/03/2019;9999999;802777310432;5;
15/03/2019;9999999;802777310449;4;
15/03/2019;9999999;802791022038;4;
15/03/2019;9999999;802804020006;1;
15/03/2019;9999999;802808022020;1;
15/03/2019;9999999;802808022037;1;
15/03/2019;9999999;802809020001;1;
15/03/2019;9999999;8028194D2039;4;
15/03/2019;9999999;802819EZ2029;2;
15/03/2019;9999999;802819NM2032;4;
15/03/2019;9999999;802937000005;11;
15/03/2019;9999999;802945000004;7;
15/03/2019;9999999;803383010006;1;
15/03/2019;9999999;803383020005;17;
15/03/2019;9999999;803383030004;13;
15/03/2019;9999999;803383050002;4;
15/03/2019;9999999;803384010005;26;
15/03/2019;9999999;803384020004;35;
15/03/2019;9999999;8036632V0002;11;
15/03/2019;9999999;803678020000;18;
15/03/2019;9999999;803678EZ0003;10;
15/03/2019;9999999;803679330009;16;
15/03/2019;9999999;803681040002;1;
15/03/2019;9999999;803681080008;1;
15/03/2019;9999999;803683040000;10;
15/03/2019;9999999;803683080006;3;
15/03/2019;9999999;803689000008;23;
15/03/2019;9999999;803691020001;50;
15/03/2019;9999999;803691050008;5;
15/03/2019;9999999;803691EZ0000;5;
15/03/2019;9999999;807905020009;1;
15/03/2019;9999999;807948012122;1;
15/03/2019;9999999;808276250008;7;
15/03/2019;9999999;808328020003;5;
15/03/2019;9999999;808426022022;1;
15/03/2019;9999999;808426022053;1;
15/03/2019;9999999;808580010002;5;
15/03/2019;9999999;808580020001;30;
15/03/2019;9999999;808580510003;8;
15/03/2019;9999999;808946022021;3;
15/03/2019;9999999;808946022038;7;
15/03/2019;9999999;808946022045;7;
15/03/2019;9999999;808946052028;9;
15/03/2019;9999999;808946052035;21;
15/03/2019;9999999;808946052042;19;
15/03/2019;9999999;808946052059;2;
15/03/2019;9999999;811129020000;21;
15/03/2019;9999999;811129050001;8;
15/03/2019;9999999;811129100003;21;
15/03/2019;9999999;811129160007;9;
15/03/2019;9999999;812689022026;1;
15/03/2019;9999999;812689022033;1;
15/03/2019;9999999;812689832021;1;
15/03/2019;9999999;812689832038;20;
15/03/2019;9999999;812689832045;13;
15/03/2019;9999999;812689CM2020;2;
15/03/2019;9999999;812689CM2037;4;
15/03/2019;9999999;812689CM2044;6;
15/03/2019;9999999;812689CM2051;1;
15/03/2019;9999999;812689LE2038;2;
15/03/2019;9999999;812689LE2045;3;
15/03/2019;9999999;812689U72026;6;
15/03/2019;9999999;812689U72033;14;
15/03/2019;9999999;812689U72040;4;
15/03/2019;9999999;812709020001;2;
15/03/2019;9999999;812709320008;2;
15/03/2019;9999999;813906T30002;10;
15/03/2019;9999999;813909020006;28;
15/03/2019;9999999;813909290003;13;
15/03/2019;9999999;8139095G0006;3;
15/03/2019;9999999;813912050007;3;
15/03/2019;9999999;813932020004;3;
15/03/2019;9999999;813932690009;1;
15/03/2019;9999999;813932N40004;7;
15/03/2019;9999999;813933020003;21;
15/03/2019;9999999;813933040001;7;
15/03/2019;9999999;813933240005;9;
15/03/2019;9999999;813933EZ0002;14;
15/03/2019;9999999;813934040000;13;
15/03/2019;9999999;813934EZ0001;1;
15/03/2019;9999999;814008012022;1;
15/03/2019;9999999;814008022021;1;
15/03/2019;9999999;814008022038;1;
15/03/2019;9999999;814009022037;9;
15/03/2019;9999999;814009022044;1;
15/03/2019;9999999;814009518868;1;
15/03/2019;9999999;814011012026;7;
15/03/2019;9999999;814011012040;5;
15/03/2019;9999999;814011022025;13;
15/03/2019;9999999;814011022032;11;
15/03/2019;9999999;814011022056;6;
15/03/2019;9999999;814011512021;1;
15/03/2019;9999999;814013018866;12;
15/03/2019;9999999;814013022047;7;
15/03/2019;9999999;814013X72031;1;
15/03/2019;9999999;814013X72048;1;
15/03/2019;9999999;817851000000;18;
15/03/2019;9999999;818042040003;6;
15/03/2019;9999999;818042060001;7;
15/03/2019;9999999;818543022027;1;
15/03/2019;9999999;818543022034;1;
15/03/2019;9999999;818543022041;2;
15/03/2019;9999999;818543022058;1;
15/03/2019;9999999;818543I32027;1;
15/03/2019;9999999;818543I32034;2;
15/03/2019;9999999;818543I32041;2;
15/03/2019;9999999;818543I32058;1;
15/03/2019;9999999;818544022026;4;
15/03/2019;9999999;818544022033;1;
15/03/2019;9999999;818544022040;2;
15/03/2019;9999999;818544F42048;1;
15/03/2019;9999999;818544F42055;1;
15/03/2019;9999999;818960020008;30;
15/03/2019;9999999;818960050009;19;
15/03/2019;9999999;818960060008;13;
15/03/2019;9999999;818960180003;4;
15/03/2019;9999999;818960NM0003;1;
15/03/2019;9999999;818962460004;18;
15/03/2019;9999999;818962510006;13;
15/03/2019;9999999;818962520005;14;
15/03/2019;9999999;819595020009;2;
15/03/2019;9999999;820381012214;7;
15/03/2019;9999999;820381022213;10;
15/03/2019;9999999;820655010003;10;
15/03/2019;9999999;820655020006;20;
15/03/2019;9999999;821009502032;1;
15/03/2019;9999999;821229012021;1;
15/03/2019;9999999;821229012038;6;
15/03/2019;9999999;821229012045;6;
15/03/2019;9999999;821229012052;4;
15/03/2019;9999999;821229022020;39;
15/03/2019;9999999;821229022037;57;
15/03/2019;9999999;821229022044;42;
15/03/2019;9999999;821229022051;26;
15/03/2019;9999999;821230012034;2;
15/03/2019;9999999;821230022026;-1;
15/03/2019;9999999;821230022033;7;
15/03/2019;9999999;821230022040;5;
15/03/2019;9999999;821230022057;2;
15/03/2019;9999999;822633000000;55;
15/03/2019;9999999;822650022023;6;
15/03/2019;9999999;822650022030;22;
15/03/2019;9999999;822650022047;6;
15/03/2019;9999999;822650022054;2;
15/03/2019;9999999;823016080008;1;
15/03/2019;9999999;823017BL0005;1;
15/03/2019;9999999;823018110000;5;
15/03/2019;9999999;823022020005;1;
15/03/2019;9999999;823022140000;4;
15/03/2019;9999999;823028180000;1;
15/03/2019;9999999;823051022025;3;
15/03/2019;9999999;823051022032;4;
15/03/2019;9999999;824164832020;1;
15/03/2019;9999999;824164832037;1;
15/03/2019;9999999;824164832044;2;
15/03/2019;9999999;824164832051;1;
15/03/2019;9999999;824466022020;58;
15/03/2019;9999999;824466022037;120;
15/03/2019;9999999;824466022044;132;
15/03/2019;9999999;824466022051;55;
15/03/2019;9999999;824466512026;4;
15/03/2019;9999999;824466512033;13;
15/03/2019;9999999;824466512040;14;
15/03/2019;9999999;824466512057;5;
15/03/2019;9999999;825438000008;1;
15/03/2019;9999999;825456000004;6;
15/03/2019;9999999;825458000002;1;
15/03/2019;9999999;825491000007;5;
15/03/2019;9999999;825492000006;4;
15/03/2019;9999999;825523000005;3;
15/03/2019;9999999;825557000002;2;
15/03/2019;9999999;826928832024;1;
15/03/2019;9999999;8269289K2029;2;
15/03/2019;9999999;8269289K2036;1;
15/03/2019;9999999;827060022021;19;
15/03/2019;9999999;827060022038;29;
15/03/2019;9999999;827060022045;15;
15/03/2019;9999999;827060022052;2;
15/03/2019;9999999;827061032029;4;
15/03/2019;9999999;827061032036;4;
15/03/2019;9999999;827061032043;3;
15/03/2019;9999999;827061032050;2;
15/03/2019;9999999;827732022021;5;
15/03/2019;9999999;827732022038;32;
15/03/2019;9999999;827732022045;6;
15/03/2019;9999999;827732022052;2;
15/03/2019;9999999;827732032020;10;
15/03/2019;9999999;827732032037;9;
15/03/2019;9999999;827732032044;9;
15/03/2019;9999999;828609030002;17;
15/03/2019;9999999;828609040001;5;
15/03/2019;9999999;828609070004;6;
15/03/2019;9999999;828609100008;3;
