data;store_id;sku;qty
03/08/2019;9999999;813933240005;1;
03/08/2019;9999999;813933EZ0002;3;
03/08/2019;9999999;813934040000;2;
03/08/2019;9999999;814008012022;1;
03/08/2019;9999999;818543I32058;1;
03/08/2019;9999999;818544022033;1;
03/08/2019;9999999;818549022038;1;
03/08/2019;9999999;818916022043;1;
03/08/2019;9999999;818960020008;19;
03/08/2019;9999999;818960050009;18;
03/08/2019;9999999;818960060008;20;
03/08/2019;9999999;818960NM0003;12;
03/08/2019;9999999;818962460004;21;
03/08/2019;9999999;818962510006;19;
03/08/2019;9999999;818962520005;23;
03/08/2019;9999999;820381012214;1;
03/08/2019;9999999;820381022213;3;
03/08/2019;9999999;820381EZ2212;3;
03/08/2019;9999999;820655010003;9;
03/08/2019;9999999;820655020006;1;
03/08/2019;9999999;821229012021;2;
03/08/2019;9999999;821229012045;6;
03/08/2019;9999999;821229012052;2;
03/08/2019;9999999;821229022020;4;
03/08/2019;9999999;821229022037;-1;
03/08/2019;9999999;821229022044;9;
03/08/2019;9999999;821229022051;12;
03/08/2019;9999999;821230012034;2;
03/08/2019;9999999;821230012058;4;
03/08/2019;9999999;821230022026;6;
03/08/2019;9999999;821230022033;7;
03/08/2019;9999999;821230022040;7;
03/08/2019;9999999;821230022057;3;
03/08/2019;9999999;822650022030;15;
03/08/2019;9999999;822650NL2029;2;
03/08/2019;9999999;822650NL2036;5;
03/08/2019;9999999;822650NL2043;2;
03/08/2019;9999999;823001310000;3;
03/08/2019;9999999;823001370004;1;
03/08/2019;9999999;823002020001;1;
03/08/2019;9999999;8230023K0003;2;
03/08/2019;9999999;8230025G0001;2;
03/08/2019;9999999;823004010000;1;
03/08/2019;9999999;823004020009;22;
03/08/2019;9999999;823004040003;7;
03/08/2019;9999999;823012070003;4;
03/08/2019;9999999;823016080008;4;
03/08/2019;9999999;823017BL0005;3;
03/08/2019;9999999;823019060007;4;
03/08/2019;9999999;8230455G0006;3;
03/08/2019;9999999;824160022029;1;
03/08/2019;9999999;824160022036;4;
03/08/2019;9999999;824160022043;8;
03/08/2019;9999999;824160022050;8;
03/08/2019;9999999;824163022026;3;
03/08/2019;9999999;824163022033;5;
03/08/2019;9999999;824163022040;9;
03/08/2019;9999999;824163022057;6;
03/08/2019;9999999;824164022025;2;
03/08/2019;9999999;824164022032;8;
03/08/2019;9999999;824164022049;8;
03/08/2019;9999999;824164022056;4;
03/08/2019;9999999;824164CM2029;4;
03/08/2019;9999999;824164CM2036;8;
03/08/2019;9999999;824164CM2043;9;
03/08/2019;9999999;824164CM2050;4;
03/08/2019;9999999;824165NL2048;1;
03/08/2019;9999999;824165NL2055;1;
03/08/2019;9999999;824166022023;1;
03/08/2019;9999999;824166022030;2;
03/08/2019;9999999;824166022047;3;
03/08/2019;9999999;824166022054;2;
03/08/2019;9999999;824167022022;3;
03/08/2019;9999999;824167022039;4;
03/08/2019;9999999;824167022046;7;
03/08/2019;9999999;824167022053;3;
03/08/2019;9999999;824466022020;3;
03/08/2019;9999999;824466022037;2;
03/08/2019;9999999;824466022051;1;
03/08/2019;9999999;824466512033;1;
03/08/2019;9999999;826541022130;1;
03/08/2019;9999999;826842020002;1;
03/08/2019;9999999;826895022046;1;
03/08/2019;9999999;827060022021;2;
03/08/2019;9999999;827060022038;1;
03/08/2019;9999999;827061032036;1;
03/08/2019;9999999;827482022029;1;
03/08/2019;9999999;827482022036;2;
03/08/2019;9999999;827482022050;1;
03/08/2019;9999999;827482622038;1;
03/08/2019;9999999;827732022021;3;
03/08/2019;9999999;827732022038;4;
03/08/2019;9999999;827732022045;1;
03/08/2019;9999999;827732032020;3;
03/08/2019;9999999;827732032037;2;
03/08/2019;9999999;827732032044;1;
03/08/2019;9999999;827732NL2023;1;
03/08/2019;9999999;827732NL2030;2;
03/08/2019;9999999;828609030002;1;
03/08/2019;9999999;829551020448;1;
03/08/2019;9999999;829551310372;1;
03/08/2019;9999999;829551310389;2;
03/08/2019;9999999;829551310396;2;
03/08/2019;9999999;829551310402;7;
03/08/2019;9999999;829551310419;5;
03/08/2019;9999999;829551310426;4;
03/08/2019;9999999;829551310433;1;
03/08/2019;9999999;829551310440;1;
03/08/2019;9999999;829551XQ0375;1;
03/08/2019;9999999;829551XQ0405;2;
03/08/2019;9999999;829551XQ0412;1;
03/08/2019;9999999;829551XQ0429;2;
03/08/2019;9999999;829551XQ0436;1;
03/08/2019;9999999;829551XQ0443;2;
03/08/2019;9999999;829610310008;38;
03/08/2019;9999999;829610ZP0008;49;
03/08/2019;9999999;829874082048;1;
03/08/2019;9999999;8298743W2037;1;
03/08/2019;9999999;8298743W2044;2;
03/08/2019;9999999;829874CD2041;3;
03/08/2019;9999999;830399022020;3;
03/08/2019;9999999;830399022037;5;
03/08/2019;9999999;830399022044;4;
03/08/2019;9999999;830399022051;3;
03/08/2019;9999999;830399112028;1;
03/08/2019;9999999;830399112035;5;
03/08/2019;9999999;830399112042;3;
03/08/2019;9999999;830399F42035;7;
03/08/2019;9999999;830399F42042;5;
03/08/2019;9999999;832654010353;1;
03/08/2019;9999999;832654010360;2;
03/08/2019;9999999;832654010384;2;
03/08/2019;9999999;832654050366;1;
03/08/2019;9999999;832654050373;3;
03/08/2019;9999999;832654050403;1;
03/08/2019;9999999;832656010351;2;
03/08/2019;9999999;832656310338;1;
03/08/2019;9999999;832656310376;1;
03/08/2019;9999999;833611000004;10;
03/08/2019;9999999;833613000002;6;
03/08/2019;9999999;833614000001;16;
03/08/2019;9999999;833615000000;8;
03/08/2019;9999999;833616000009;4;
03/08/2019;9999999;833618000007;5;
03/08/2019;9999999;835122022025;4;
03/08/2019;9999999;835122022032;1;
03/08/2019;9999999;835122022049;1;
03/08/2019;9999999;835122052022;2;
03/08/2019;9999999;835122052039;1;
03/08/2019;9999999;835122052053;1;
03/08/2019;9999999;837360000001;9;
03/08/2019;9999999;837768F42023;3;
03/08/2019;9999999;837768F42030;4;
03/08/2019;9999999;837768F42047;1;
03/08/2019;9999999;837768F42054;2;
03/08/2019;9999999;838351230001;1;
03/08/2019;9999999;839415020002;8;
03/08/2019;9999999;840361022026;1;
03/08/2019;9999999;840361172035;1;
03/08/2019;9999999;840387022024;3;
03/08/2019;9999999;840387022031;12;
03/08/2019;9999999;840387022048;4;
03/08/2019;9999999;840387022055;3;
03/08/2019;9999999;840387832036;9;
03/08/2019;9999999;840387832043;4;
03/08/2019;9999999;840387832050;2;
03/08/2019;9999999;840388022030;1;
03/08/2019;9999999;840611032041;1;
03/08/2019;9999999;840611052049;2;
03/08/2019;9999999;840611832023;1;
03/08/2019;9999999;840611832030;2;
03/08/2019;9999999;840611832047;2;
03/08/2019;9999999;840611832054;1;
03/08/2019;9999999;8410640R2023;7;
03/08/2019;9999999;8410640R2030;19;
03/08/2019;9999999;8410640R2047;19;
03/08/2019;9999999;8410640R2054;6;
03/08/2019;9999999;841064312025;12;
03/08/2019;9999999;841064312032;35;
03/08/2019;9999999;841064312049;35;
03/08/2019;9999999;841064312056;7;
03/08/2019;9999999;842827023899;4;
03/08/2019;9999999;842827023905;10;
03/08/2019;9999999;844441012020;1;
03/08/2019;9999999;844441012037;2;
03/08/2019;9999999;844441012044;2;
03/08/2019;9999999;844441012051;1;
03/08/2019;9999999;844441022029;1;
03/08/2019;9999999;844441022036;4;
03/08/2019;9999999;844441022043;4;
03/08/2019;9999999;844441022050;1;
03/08/2019;9999999;844441832024;2;
03/08/2019;9999999;844441832031;4;
03/08/2019;9999999;844441832048;4;
03/08/2019;9999999;844441832055;2;
03/08/2019;9999999;845198010000;5;
03/08/2019;9999999;845198020009;6;
03/08/2019;9999999;847019100006;6;
03/08/2019;9999999;847019180008;6;
03/08/2019;9999999;847020370009;3;
03/08/2019;9999999;847020PI0006;1;
03/08/2019;9999999;8475990R0008;8;
03/08/2019;9999999;848281010000;82;
03/08/2019;9999999;848281020009;39;
03/08/2019;9999999;848282010009;75;
03/08/2019;9999999;848282020008;78;
03/08/2019;9999999;8482823Q0004;67;
03/08/2019;9999999;848285010006;6;
03/08/2019;9999999;8482853Q0001;28;
03/08/2019;9999999;848286010005;40;
03/08/2019;9999999;848286020004;6;
03/08/2019;9999999;848287010004;20;
03/08/2019;9999999;849250CT0359;1;
03/08/2019;9999999;849250CT0373;2;
03/08/2019;9999999;849250CT0380;2;
03/08/2019;9999999;849250CT0397;3;
03/08/2019;9999999;849250CT0403;1;
03/08/2019;9999999;8492891D0214;1;
03/08/2019;9999999;8492891D0221;1;
03/08/2019;9999999;8492891D0245;1;
03/08/2019;9999999;849289290203;1;
03/08/2019;9999999;849289290210;6;
03/08/2019;9999999;849289290227;2;
03/08/2019;9999999;849289290234;3;
03/08/2019;9999999;849289290241;3;
03/08/2019;9999999;849289290258;3;
03/08/2019;9999999;849289290265;1;
03/08/2019;9999999;849289460200;3;
03/08/2019;9999999;849289460217;1;
03/08/2019;9999999;849289460224;3;
03/08/2019;9999999;849289460231;2;
03/08/2019;9999999;849289460248;4;
03/08/2019;9999999;849289460255;4;
03/08/2019;9999999;849289460262;3;
03/08/2019;9999999;8494652Y0007;6;
03/08/2019;9999999;8494662Y0006;1;
03/08/2019;9999999;850479022023;5;
03/08/2019;9999999;850479022030;6;
03/08/2019;9999999;850479022047;6;
03/08/2019;9999999;850479022054;-1;
03/08/2019;9999999;850479052020;3;
03/08/2019;9999999;850479052037;5;
03/08/2019;9999999;850479052044;3;
03/08/2019;9999999;850479052051;1;
03/08/2019;9999999;850479172025;6;
03/08/2019;9999999;850479172032;5;
03/08/2019;9999999;850479172049;4;
03/08/2019;9999999;850479172056;1;
03/08/2019;9999999;850546830438;1;
03/08/2019;9999999;851845332029;1;
03/08/2019;9999999;851948020373;1;
03/08/2019;9999999;851948310375;1;
03/08/2019;9999999;851948310382;1;
03/08/2019;9999999;851948310399;1;
03/08/2019;9999999;851950310387;2;
03/08/2019;9999999;851950310394;4;
03/08/2019;9999999;851950310400;4;
03/08/2019;9999999;851950310417;4;
03/08/2019;9999999;851950310424;4;
03/08/2019;9999999;851950310431;2;
03/08/2019;9999999;852160190004;1;
03/08/2019;9999999;853323512219;2;
03/08/2019;9999999;853331650006;6;
03/08/2019;9999999;854121050389;1;
03/08/2019;9999999;854121050396;1;
03/08/2019;9999999;854121050402;1;
03/08/2019;9999999;854121050426;1;
03/08/2019;9999999;854494020002;14;
03/08/2019;9999999;854699022030;6;
03/08/2019;9999999;854699022047;12;
03/08/2019;9999999;854699QE2030;6;
03/08/2019;9999999;854699QE2047;1;
03/08/2019;9999999;854701022027;8;
03/08/2019;9999999;854701022034;4;
03/08/2019;9999999;854701F42032;5;
03/08/2019;9999999;854701NL2029;1;
03/08/2019;9999999;854701NL2036;1;
03/08/2019;9999999;854920050009;2;
03/08/2019;9999999;856532312032;8;
03/08/2019;9999999;856961310388;-1;
03/08/2019;9999999;856961310395;1;
03/08/2019;9999999;856961310401;1;
03/08/2019;9999999;856961310418;2;
03/08/2019;9999999;856961310425;2;
03/08/2019;9999999;856961310432;1;
03/08/2019;9999999;856964020345;1;
03/08/2019;9999999;856964020352;5;
03/08/2019;9999999;856964020369;2;
03/08/2019;9999999;856964020376;2;
03/08/2019;9999999;857358020002;2;
03/08/2019;9999999;857652042120;1;
03/08/2019;9999999;857652042137;4;
03/08/2019;9999999;857652042144;1;
03/08/2019;9999999;857698292046;1;
03/08/2019;9999999;857698512021;1;
03/08/2019;9999999;857797022025;7;
03/08/2019;9999999;857797022032;12;
03/08/2019;9999999;857797022049;12;
03/08/2019;9999999;857797022056;2;
03/08/2019;9999999;857805022023;1;
03/08/2019;9999999;857805022030;3;
03/08/2019;9999999;857805022047;2;
03/08/2019;9999999;857805022054;2;
03/08/2019;9999999;857880020006;36;
03/08/2019;9999999;857880040004;11;
03/08/2019;9999999;857880NE0009;27;
03/08/2019;9999999;858050042033;5;
03/08/2019;9999999;858050042040;4;
03/08/2019;9999999;858207NM0007;2;
03/08/2019;9999999;858208NM0006;2;
03/08/2019;9999999;858282020007;1;
03/08/2019;9999999;858330124985;5;
03/08/2019;9999999;858330129232;6;
03/08/2019;9999999;858330T04995;2;
03/08/2019;9999999;858330T09228;3;
03/08/2019;9999999;858330T09235;2;
03/08/2019;9999999;859539022027;1;
03/08/2019;9999999;859539022034;1;
03/08/2019;9999999;859539022041;2;
03/08/2019;9999999;859539022058;1;
03/08/2019;9999999;860219020394;4;
03/08/2019;9999999;860219020400;5;
03/08/2019;9999999;860219020417;9;
03/08/2019;9999999;860219020424;8;
03/08/2019;9999999;860219020431;6;
03/08/2019;9999999;860219020448;3;
03/08/2019;9999999;860219410386;1;
03/08/2019;9999999;860219410393;2;
03/08/2019;9999999;860219410409;1;
03/08/2019;9999999;860219410416;3;
03/08/2019;9999999;860219410423;2;
03/08/2019;9999999;860219410430;3;
03/08/2019;9999999;860219410447;1;
03/08/2019;9999999;860971310382;2;
03/08/2019;9999999;860971310399;1;
03/08/2019;9999999;860971410341;1;
03/08/2019;9999999;860971410358;2;
03/08/2019;9999999;860971410365;3;
03/08/2019;9999999;860971410372;3;
03/08/2019;9999999;860971410389;2;
03/08/2019;9999999;860971410396;1;
03/08/2019;9999999;8611580R0346;3;
03/08/2019;9999999;8611580R0353;4;
03/08/2019;9999999;8611580R0360;4;
03/08/2019;9999999;861164XX0279;1;
03/08/2019;9999999;870354012031;1;
03/08/2019;9999999;870354012048;2;
03/08/2019;9999999;870354022023;1;
03/08/2019;9999999;870354022030;2;
03/08/2019;9999999;870354022047;2;
03/08/2019;9999999;870354052020;1;
03/08/2019;9999999;870354052044;2;
03/08/2019;9999999;871250052022;2;
03/08/2019;9999999;871250052039;10;
03/08/2019;9999999;871250052046;6;
03/08/2019;9999999;871250052053;4;
03/08/2019;9999999;8712502R2050;1;
